2025-10-30 19:12:39 - Fetching config from server at : http://localhost:8888
2025-10-30 19:12:39 - Located environment: name=customer, profiles=[default], label=null, version=null, state=null
2025-10-30 19:12:41 - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-10-30 19:12:42 - Finished Spring Data repository scanning in 454 ms. Found 1 MongoDB repository interface.
2025-10-30 19:12:43 - BeanFactory id=83337784-6aa8-3a7a-bd00-d6049f5213c9
2025-10-30 19:12:44 - Tomcat initialized with port 8091 (http)
2025-10-30 19:12:44 - Starting service [Tomcat]
2025-10-30 19:12:44 - Starting Servlet engine: [Apache Tomcat/10.1.48]
2025-10-30 19:12:44 - Initializing Spring embedded WebApplicationContext
2025-10-30 19:12:44 - Root WebApplicationContext: initialization completed in 4446 ms
2025-10-30 19:12:44 - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=27, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=73898500, minRoundTripTimeNanos=0}
2025-10-30 19:12:44 - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.2"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.8+12-LTS-250"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@171aa66, com.mongodb.Jep395RecordCodecProvider@58739e5e, com.mongodb.KotlinCodecProvider@4e2cdc51]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
2025-10-30 19:12:47 - Eureka HTTP Client uses RestTemplate.
2025-10-30 19:12:48 - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-10-30 19:12:48 - Setting initial instance status as: STARTING
2025-10-30 19:12:48 - Initializing Eureka in region us-east-1
2025-10-30 19:12:48 - Resolving eureka endpoints via configuration
2025-10-30 19:12:48 - Disable delta property : false
2025-10-30 19:12:48 - Single vip registry refresh property : null
2025-10-30 19:12:48 - Force full registry fetch : false
2025-10-30 19:12:48 - Application is null : false
2025-10-30 19:12:48 - Registered Applications size is zero : true
2025-10-30 19:12:48 - Application version is -1: true
2025-10-30 19:12:48 - Getting all instance registry info from the eureka server
2025-10-30 19:12:49 - The response status is 200
2025-10-30 19:12:49 - Starting heartbeat executor: renew interval is: 30
2025-10-30 19:12:49 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-10-30 19:12:49 - Discovery Client initialized at timestamp 1761862369187 with initial instances count: 0
2025-10-30 19:12:49 - Registering application CUSTOMER with eureka with status UP
2025-10-30 19:12:49 - Saw local status change event StatusChangeEvent [timestamp=1761862369211, current=UP, previous=STARTING]
2025-10-30 19:12:49 - DiscoveryClient_CUSTOMER/Ronin:customer:8091: registering service...
2025-10-30 19:12:49 - Tomcat started on port 8091 (http) with context path '/'
2025-10-30 19:12:49 - Updating port to 8091
2025-10-30 19:12:49 - DiscoveryClient_CUSTOMER/Ronin:customer:8091 - registration status: 204
2025-10-30 19:13:10 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-30 19:13:10 - Initializing Servlet 'dispatcherServlet'
2025-10-30 19:13:10 - Completed initialization in 2 ms
2025-10-30 19:13:10 - Error Message: No static resource api/customer/12.
2025-10-30 19:13:10 - Error Message: No static resource favicon.ico.
2025-10-30 19:13:18 - Unregistering application CUSTOMER with eureka with status DOWN
2025-10-30 19:13:18 - Saw local status change event StatusChangeEvent [timestamp=1761862398589, current=DOWN, previous=UP]
2025-10-30 19:13:18 - DiscoveryClient_CUSTOMER/Ronin:customer:8091: registering service...
2025-10-30 19:13:18 - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-30 19:13:18 - DiscoveryClient_CUSTOMER/Ronin:customer:8091 - registration status: 204
2025-10-30 19:13:18 - Graceful shutdown complete
2025-10-30 19:13:18 - Shutting down DiscoveryClient ...
2025-10-30 19:13:19 - Disable delta property : false
2025-10-30 19:13:19 - Single vip registry refresh property : null
2025-10-30 19:13:19 - Force full registry fetch : false
2025-10-30 19:13:19 - Application is null : false
2025-10-30 19:13:19 - Registered Applications size is zero : true
2025-10-30 19:13:19 - Application version is -1: false
2025-10-30 19:13:19 - Getting all instance registry info from the eureka server
2025-10-30 19:13:19 - The response status is 200
2025-10-30 19:13:21 - task supervisor shutting down, can't accept the task
2025-10-30 19:13:21 - Unregistering ...
2025-10-30 19:13:21 - DiscoveryClient_CUSTOMER/Ronin:customer:8091 - deregister  status: 200
2025-10-30 19:13:21 - Completed shut down of DiscoveryClient
2025-10-30 19:14:57 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Fetching config from server at : http://localhost:8888
2025-10-30 19:14:57 [main] INFO  o.s.c.c.c.ConfigServerConfigDataLoader - Located environment: name=customer, profiles=[default], label=null, version=null, state=null
2025-10-30 19:15:00 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2025-10-30 19:15:00 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 253 ms. Found 1 MongoDB repository interface.
2025-10-30 19:15:01 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=83337784-6aa8-3a7a-bd00-d6049f5213c9
2025-10-30 19:15:01 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8091 (http)
2025-10-30 19:15:01 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-30 19:15:01 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2025-10-30 19:15:02 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-30 19:15:02 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 4127 ms
2025-10-30 19:15:02 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.2"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.8+12-LTS-250"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=null, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@2d24cdd9, com.mongodb.Jep395RecordCodecProvider@30dd00b6, com.mongodb.KotlinCodecProvider@4656fcc5]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[localhost:27017], srvServiceName=mongodb, mode=SINGLE, requiredClusterType=UNKNOWN, requiredReplicaSetName='null', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=false, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
2025-10-30 19:15:02 [cluster-ClusterId{value='6903e366da8942e90bf3ff10', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=27, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=150207100, minRoundTripTimeNanos=0}
2025-10-30 19:15:04 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2025-10-30 19:15:05 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-10-30 19:15:05 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2025-10-30 19:15:05 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
2025-10-30 19:15:05 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2025-10-30 19:15:06 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
2025-10-30 19:15:06 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2025-10-30 19:15:06 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2025-10-30 19:15:06 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1761862506064 with initial instances count: 0
2025-10-30 19:15:06 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application CUSTOMER with eureka with status UP
2025-10-30 19:15:06 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1761862506084, current=UP, previous=STARTING]
